row_count,with_fts,without_fts
100,0.05245973999990383,0.07345579000248108
500,0.09661497999768472,0.07759491999750026
1000,0.07693405000027269,0.11070536999759498
1500,0.11192292999767232,0.07926105000078679
2000,0.0705442700025742,0.05863230999821099
