row_count,time_seconds
500,0.002987500003655441
750,0.0011529000039445236
1000,0.0014325000083772466
1250,0.0030200000037439167
1500,0.002674900009878911
1750,0.002577399995061569
2000,0.0025782999873626977
2250,0.0024579000019002706
2500,0.0026373000000603497
