row_count,time_seconds
500,0.0016124000103445724
750,0.0005151999939698726
1000,0.00044019999040756375
1250,0.0005338000046322122
1500,0.00048099999548867345
1750,0.00043820000428240746
2000,0.0005193999968469143
2250,0.0004676999960793182
2500,0.000516200001584366
