row_count,time_seconds
500,0.1260889999975916
750,0.18465840000135358
1000,0.2469589999964228
1250,0.33087309999973513
1500,0.4056479999999283
1750,0.4278718999994453
2000,0.48988680000184104
2250,0.5551492999948096
2500,0.6097373999946285
