row_count,with_pk,without_pk
100,0.11407755999971414,0.04849713000003249
500,0.07135425000014947,0.038198839999677145
1000,0.03853891000180738,0.09703977000026498
2000,0.08906045999901835,0.05908462999941548
3000,0.08132487999973818,0.07243039999884786
