row_count,with_index,without_index
100,0.043759630000568,0.07352488999749766
500,0.08370930999953999,0.0863180399988778
1000,0.06159989000152564,0.05847953000193229
2000,0.0594425700022839,0.04885830000130227
3000,0.07319707000133349,0.07049616999720457
