row_count,time_seconds
500,0.0004995999915990978
750,0.0004585999995470047
1000,0.000523599999723956
1250,0.000600200000917539
1500,0.0007180999964475632
1750,0.0008182000019587576
2000,0.000859200008562766
2250,0.0009503000037511811
2500,0.0010179000091738999
