rows,with_index,no_index
100,0.00010870400001294911,0.007179207666667935
300,0.00011413466666757206,0.020744699000000158
600,0.00010803200000130649,0.041076819666668596
850,0.00010853166665280392,0.05920001733332658
1000,0.00011536799999400196,0.06873695166667555
