row_count,with_index,without_index
100,0.06366237999754958,0.07284140000119806
500,0.049639059996115974,0.03826962000021013
1000,0.07146751999825937,0.058321760002581866
2000,0.06975416000204859,0.092157770000631
3000,0.06940030000114347,0.08028944000107004
