row_count,time_seconds
500,0.0372304000047734
750,0.051110000000335276
1000,0.06540039999526925
1250,0.08170280000194907
1500,0.10082390000752639
1750,0.11973770000622608
2000,0.13624370000616182
2250,0.1513433000072837
2500,0.1706112999963807
