row_count,with_index,without_index
100,0.05351060000248253,0.17492350000247825
500,0.15321730000141542,0.15519309999945108
1000,0.15124459999788087,0.04342440000618808
2000,0.16357809999317396,0.04356059999554418
3000,0.1531131999945501,0.04321519999939483
