row_count,with_fts,without_fts
100,0.08495639999746345,0.09333924999955343
500,0.06325141999841435,0.05225524999987101
1000,0.08737108000059379,0.05471931000065524
1500,0.06781481000070926,0.0783832999979495
2000,0.07894660999882035,0.07949238000146579
