row_count,with_index,without_index
100,0.04957751000183634,0.07085362999787322
500,0.08174333999922964,0.09241779999865685
1000,0.06963528999913252,0.06943682000273839
2000,0.11349540000082925,0.06913917000056244
3000,0.06009322000172688,0.08141143999964698
