row_count,with_pk,without_pk
100,0.044972799994866364,0.0469714000064414
500,0.04586810000182595,0.14895489999616984
1000,0.04755039999145083,0.043387500001699664
2000,0.044389699993189424,0.04339880000043195
3000,0.14827279999735765,0.04173490000539459
